movie_id,originalTitle,description,ratingCategory,genres
tt4648786,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",PG-13,"Action,Biography,Drama"
tt9691136,Shadow in the Cloud,A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,R,"Action,Horror,War"
tt6288124,"Don't Worry, He Won't Get Far on Foot","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",R,"Biography,Comedy,Drama"
tt2126357,Second Act,A big-box store worker reinvents her life and her life-story and shows Madison Avenue what street smarts can do.,PG-13,"Comedy,Drama,Romance"
tt6527426,Zero,"The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life.",Not Rated,"Comedy,Drama,Romance"
tt9252468,Mosul,A police unit from Mosul fight to liberate the Iraqi city from thousands of ISIS militants.,TV-MA,"Action,Drama,Thriller"
tt1138238,Laquelle des deux?,"When Washington Post journalist Jamal Khashoggi disappears in Istanbul, his fiancée and dissidents around the world piece together the clues to a murder and expose a global cover up.",PG-13,Comedy
tt3152592,Scoob!,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.",PG,"Adventure,Animation,Comedy"
tt9072352,Relic,"A daughter, mother and grandmother are haunted by a manifestation of dementia that consumes their family's home.",R,"Drama,Horror,Mystery"
tt1006569,Episode dated 9 August 2005,Successful author Veronica Henley finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,R,News
tt8652728,Waves,"Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",R,"Drama,Romance,Sport"
tt7748244,Mortal World,"Mermer Family lives a double life working at their family owned restaurant while being undercover assassins for an international organization. After their secret is revealed, this dysfunctional family needs to work together to survive.",R,"Action,Comedy,Crime"
tt6768578,Dogman,"A timid dog groomer living in a poor suburb sells cocaine on the side and stays out of trouble, while trying to deal with his unstable, violent acquaintance who is a menace to the whole neighborhood.",Not Rated,"Crime,Drama,Thriller"
